Date,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,FDX,GD,GE,GILD,GM,GOOG,GS,HD,HON,IBM,INTC,INTU,ISRG,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,PM,PYPL,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2020-01-02,72.46826934814453,69.26617431640625,77.81387329101562,192.51499938964844,334.42999267578125,44.28580093383789,49.09999847412109,199.6074066162109,193.63815307617188,94.90049743652344,27.73554801940918,116.38004302978516,331.3485717773437,30.76047706604004,42.48875045776367,2041.180908203125,440.1968383789063,50.33990097045898,228.38999938964844,64.97232818603516,132.5647735595703,58.78793716430664,35.74967193603516,93.4619598388672,52.56377410888672,266.1339111328125,164.98538208007812,40.47233963012695,60.62759780883789,92.9178695678711,162.88734436035156,133.96713256835938,144.79026794433594,71.15247344970703,67.76449584960938,138.8043670654297,154.37567138671875,57.83160781860352,51.73496627807617,35.63076400756836,67.85954284667969,203.1826171875,189.9893951416016,150.3669891357422,100.01373291015624,53.666465759277344,255.5235595703125,199.086669921875,123.29016876220705,119.03644561767578,45.7451057434082,193.3854217529297,122.99808502197266,339.3884582519531,107.4747543334961,292.8985290527344,174.76478576660156,46.83584213256836,97.06975555419922,41.90185546875,208.32476806640625,120.6824951171875,30.52040672302246,72.62734985351562,42.83356857299805,152.50567626953125,51.43429946899414,32.98099899291992,94.27326965332033,58.24800109863281,5.971076488494873,49.32124328613281,113.11402893066406,27.49484634399414,105.5240249633789,,62.75999069213867,110.49456787109376,77.64637756347656,83.53839874267578,78.22173309326172,44.36982345581055,49.67005157470703,103.77391052246094,18.983789443969727,107.55436706542967,321.3384704589844,75.9262466430664,28.68400001525879,108.4879150390625,30.989999771118164,265.2430725097656,159.5594482421875,91.94863891601562,45.70816421508789,183.1861724853516,42.61021041870117,45.82716751098633,36.43382263183594,53.661720275878906
2020-01-03,71.76371765136719,68.60870361328125,76.86524200439453,192.1944274902344,331.8099975585937,43.94357299804688,48.59999847412109,198.25233459472656,193.7313690185547,93.74849700927734,27.03009986877441,115.22409057617188,330.7919006347656,30.121797561645508,41.946380615234375,2032.2276611328125,435.51800537109375,49.89484405517578,226.17999267578125,63.74855422973633,130.72421264648438,58.70164108276367,35.46601104736328,92.00963592529295,52.756492614746094,266.3531188964844,164.17523193359375,39.812007904052734,60.14525604248047,92.59650421142578,161.68087768554688,133.13796997070312,143.12937927246094,71.19975280761719,66.83740234375,137.08604431152344,155.88975524902344,58.025508880615234,51.60805892944336,34.620365142822266,67.52653503417969,200.8067321777344,189.35801696777344,148.7617645263672,99.21612548828124,53.01372146606445,253.8146514892578,197.77999877929688,121.86277770996094,117.4655532836914,45.49554443359375,188.356689453125,122.58869934082033,351.6002502441406,106.70746612548828,290.0408935546875,174.14682006835938,46.75825500488281,96.49358367919922,41.47164535522461,207.2224884033203,119.64330291748048,30.755897521972656,72.00396728515625,42.14216232299805,150.60671997070312,51.80073547363281,32.59000015258789,94.01500701904295,58.220001220703125,5.8755059242248535,49.14754104614258,112.95579528808594,27.347322463989254,104.8143081665039,,62.64209747314453,108.5091552734375,76.18431854248047,83.65296936035156,77.7665023803711,43.24747467041016,49.62245178222656,103.95985412597656,19.08150291442871,106.436767578125,317.8431701660156,75.52050018310547,29.53400039672852,107.0477523803711,31.3700008392334,262.5588073730469,158.43019104003906,91.89352416992188,45.17542266845703,181.72933959960935,42.15653610229492,45.54581069946289,36.1121940612793,53.23030090332031
2020-01-06,72.3355484008789,69.15013885498047,77.2679443359375,190.93934631347656,333.7099914550781,43.97779083251953,48.38999938964844,199.7736968994141,193.6804962158203,95.1439971923828,26.989665985107425,114.7247314453125,331.7660827636719,30.078636169433597,42.33855819702149,2014.4384765625,435.8899536132813,50.05378723144531,226.9900054931641,63.54855728149414,130.63613891601562,59.10726165771485,35.19810104370117,91.17976379394533,53.3828239440918,266.42608642578125,171.36781311035156,39.95410537719727,60.38232421875,92.28274536132812,162.84130859375,133.5352783203125,142.2989501953125,71.5462646484375,67.3884048461914,137.19346618652344,157.5423126220703,58.84959411621094,52.06806564331055,34.1628303527832,69.1915512084961,202.8617401123047,190.24887084960935,147.63893127441406,99.03885650634766,52.863765716552734,255.7635955810547,198.586669921875,121.71070861816406,117.3721694946289,45.47890090942383,187.55831909179688,123.0445785522461,351.0648193359375,107.37661743164062,290.81329345703125,176.10519409179688,46.68068313598633,97.34938049316406,41.35799026489258,211.125244140625,119.7573013305664,30.87983703613281,72.31171417236328,41.994022369384766,150.99600219726562,52.05938720703125,33.58300018310547,93.93199157714844,58.57400131225586,5.900144100189209,49.40351867675781,113.38884735107422,27.312198638916016,104.95965576171876,,63.3714485168457,109.91590118408205,75.73786163330078,83.8329849243164,77.15367126464844,43.55104064941406,49.82075881958008,104.5034408569336,19.101036071777344,105.43009185791016,320.12744140625,75.95524597167969,30.1026668548584,106.30255126953124,31.57999992370605,264.3815612792969,157.07330322265625,91.484130859375,44.557743072509766,181.3363494873047,42.06581497192383,45.272979736328125,36.038673400878906,53.63901519775391
2020-01-07,71.99535369873047,68.75566864013672,76.83840942382812,186.8169860839844,333.3900146484375,43.72966384887695,48.25,197.89480590820312,189.55349731445312,95.34300231933594,26.896751403808597,114.12362670898438,335.28515625,29.880125045776367,42.76411056518555,2034.7562255859373,438.6747131347656,50.80881118774414,225.9199981689453,62.99667739868164,128.9100341796875,58.29602813720703,35.570186614990234,90.27769470214844,53.3828239440918,266.006103515625,173.88723754882812,39.69498825073242,60.15342330932617,91.1043472290039,160.013916015625,134.8480682373047,142.34779357910156,71.09735107421875,67.5545883178711,138.53582763671875,155.75132751464844,58.41332626342773,51.64772415161133,33.505123138427734,69.14838409423828,204.19715881347656,189.0033721923828,147.7221221923828,99.1053237915039,51.98167419433594,255.8211212158203,194.26666259765625,122.45402526855467,115.37678527832033,45.1295166015625,187.9621124267578,123.27716064453124,352.2461242675781,106.73423767089844,289.82861328125,176.3662872314453,46.48239517211914,97.01044464111328,41.63399124145508,211.58204650878903,119.2745132446289,30.718713760375977,70.38636016845703,41.91170883178711,149.6192626953125,52.014122009277344,33.07500076293945,93.88585662841795,58.58200073242188,5.971575736999512,49.513214111328125,111.6065902709961,27.22087860107422,104.309814453125,,63.65139389038086,109.41705322265624,77.89151000976562,83.5656967163086,76.91731262207031,43.80864334106445,49.67005157470703,103.31614685058594,19.17431259155273,105.61775207519533,321.9391174316406,76.24507904052734,31.270666122436523,108.35392761230467,32.810001373291016,262.7855224609375,155.8827667236328,91.32666778564452,44.13308334350586,180.8571014404297,41.59817123413086,44.89783477783203,35.70479202270508,53.20002365112305
2020-01-08,73.15349578857422,69.24295043945312,77.15162658691406,187.1833953857422,337.8699951171875,44.24302291870117,47.83000183105469,198.0444793701172,191.19754028320312,94.59850311279295,26.561227798461918,116.09337615966795,329.4100952148437,30.182205200195312,42.81418228149414,2029.68896484375,438.5710144042969,50.753177642822266,225.9900054931641,63.476600646972656,130.05491638183594,59.78038787841797,35.93435287475586,91.23387908935548,52.14623260498047,269.0555725097656,175.2012481689453,39.720062255859375,59.40129852294922,90.06367492675781,162.0032196044922,134.9862823486328,142.0546875,71.19975280761719,67.79074096679688,140.62103271484375,156.1493377685547,57.88007736206055,52.1870346069336,33.02851486206055,69.69328308105469,206.1654815673828,191.8316650390625,147.8468475341797,99.93251037597656,52.01695251464844,261.9749450683594,193.9266662597656,122.43712615966795,116.27681732177734,45.212703704833984,190.31126403808597,124.39354705810548,349.29718017578125,108.42942810058594,294.9423828125,179.2211456298828,46.59445571899414,98.7135772705078,42.07231903076172,213.72705078125,121.10486602783205,31.03476905822754,69.91289520263672,42.44670867919922,152.00250244140625,51.99042510986328,33.92599868774414,93.6736831665039,59.130001068115234,5.9827752113342285,49.70605850219727,112.1812515258789,27.43864631652832,104.75445556640624,,64.85960388183594,111.56209564208984,77.66389465332031,83.6911392211914,77.81026458740234,44.07542419433594,49.65419006347656,103.99562072753906,19.232934951782227,105.2765121459961,322.4510192871094,76.72811126708984,32.80933380126953,108.64696502685548,33.93000030517578,268.3262023925781,157.58982849121094,91.84628295898438,44.04043960571289,183.9530487060547,41.674949645996094,45.03425216674805,35.58226776123047,52.39775466918945
2020-01-09,74.70732879638672,69.77667999267578,77.35746765136719,188.8506774902344,340.45001220703125,44.730712890625,48.970001220703125,198.63473510742188,191.9178924560547,95.05249786376952,26.34787368774414,118.19256591796876,334.3507080078125,30.233983993530277,42.95602798461914,2050.73486328125,443.7601013183594,52.01684188842773,228.6499938964844,64.052490234375,129.72906494140625,60.2895736694336,36.02936553955078,92.46971130371094,53.05359649658203,273.37408447265625,177.4440155029297,39.55288696289063,59.56480407714844,89.91831970214844,163.56893920898438,136.17816162109375,141.49781799316406,71.37301635742188,68.04437255859375,141.4444122314453,157.12698364257812,57.734649658203125,52.2187614440918,33.43840026855469,70.4630126953125,210.36233520507807,194.77243041992188,148.93638610839844,100.98863983154295,52.30804061889648,264.4278869628906,195.26333618164065,122.80030822753906,116.7013702392578,46.03627395629883,191.6510467529297,126.44954681396484,352.61151123046875,108.89336395263672,298.80926513671875,181.34487915039065,46.71514892578125,100.31501770019533,42.51065444946289,216.78567504882807,121.48702239990234,31.338417053222656,70.52838897705078,42.85003662109375,153.9014434814453,52.397796630859375,33.566001892089844,93.60913848876952,59.86199951171875,6.048481464385986,49.93562316894531,112.25621795654295,27.31921768188477,105.90023040771484,,65.0363998413086,112.31037139892578,78.7144546508789,83.81660461425781,79.2547836303711,44.25941467285156,50.177696228027344,103.15879821777344,19.291845321655277,105.36180114746094,324.5284729003906,77.10490417480469,32.089332580566406,109.96153259277344,33.970001220703125,266.8026733398437,156.784423828125,92.05885314941406,44.05587387084961,185.22781372070312,41.50217056274414,44.95751190185547,35.94984817504883,52.79888916015625
2020-01-10,74.87622833251953,68.88716125488281,76.39092254638672,190.2340087890625,339.8099975585937,44.51680755615234,48.16999816894531,198.0777282714844,195.5872344970703,94.15799713134766,25.74221420288086,117.70245361328124,327.9686889648437,29.98369789123535,42.17167663574219,2053.30224609375,442.9644470214844,51.84200286865234,226.6199951171875,63.38859939575195,128.68988037109375,60.53983688354492,35.60977554321289,91.60372161865234,52.53166580200195,271.38385009765625,178.0368194580078,39.39408493041992,58.9516487121582,89.09954071044922,159.72836303710938,136.56683349609375,141.29263305664062,71.23121643066406,67.29219818115234,140.17361450195312,155.31008911132812,56.57123565673828,51.57633209228516,33.02851486206055,70.95433044433594,209.9374237060547,193.93345642089844,148.6120147705078,100.95169067382812,51.9904899597168,264.7645263671875,199.5733337402344,122.52159881591795,115.53811645507812,46.19432067871094,191.8621063232422,128.3846435546875,351.6766662597656,107.9565658569336,300.810302734375,180.40489196777344,46.76688003540039,100.52687072753906,42.591827392578125,216.5473480224609,120.99759674072266,31.12152099609375,70.64675903320312,42.97349166870117,153.18927001953125,52.4969596862793,32.904998779296875,93.07410430908205,59.7760009765625,6.080837726593018,49.99990463256836,112.03965759277344,27.74071311950684,106.00285339355467,,64.43231201171875,112.66954040527344,79.02086639404297,82.84017181396484,78.93083190917969,43.974239349365234,50.494964599609375,103.55934143066406,19.177488327026367,106.41117095947266,323.6620788574219,76.32237243652344,31.87666702270508,108.84790802001952,34.0099983215332,267.6278991699219,155.76895141601562,91.22432708740234,43.75475692749024,185.72628784179688,41.60091400146485,44.76142120361328,35.64965057373047,52.32963562011719
2020-01-13,76.47589111328125,68.4694595336914,76.17615509033203,192.0020294189453,345.6300048828125,45.02162551879883,48.75,196.96371459960935,199.4939117431641,94.56500244140624,25.91083526611328,118.86762237548828,328.26690673828125,30.2598819732666,42.45537185668945,2047.005615234375,452.4173583984375,52.57316970825195,228.4499969482422,64.5084228515625,129.2975311279297,60.531211853027344,36.25894927978516,91.92847442626952,52.298789978027344,273.7850341796875,181.64300537109372,40.09619903564453,59.48305892944336,89.26789855957031,160.93490600585938,137.81915283203125,140.56967163085938,71.86133575439453,67.685791015625,142.5451202392578,156.71170043945312,58.75264739990234,51.00529098510742,33.34306716918945,71.42579650878906,212.62550354003903,193.17233276367188,150.7661895751953,100.88521575927734,52.5638542175293,265.5244140625,201.0399932861328,123.06212615966795,116.49757385253906,46.69344711303711,194.35812377929688,129.2591552734375,356.0871887207031,108.00115203857422,304.7157287597656,179.74337768554688,47.05998229980469,99.9930419921875,42.68112182617188,220.3706512451172,121.2992935180664,31.456167221069336,70.63096618652344,43.44266128540039,155.03131103515625,53.11127853393555,33.891998291015625,94.23639678955078,60.77000045776367,6.271484851837158,50.11927795410156,113.70531463623048,27.68450355529785,106.7809600830078,,64.697509765625,115.0141143798828,79.64247131347656,82.94381713867188,79.73626708984375,44.17662811279297,51.1929931640625,103.9169464111328,18.94379997253418,105.67747497558594,326.9013366699219,76.70881652832031,34.990665435791016,108.80604553222656,34.13999938964844,259.21270751953125,157.48475646972656,91.91714477539062,43.78564453125,187.221435546875,41.71373748779297,44.42891311645508,35.49648666381836,52.82916259765625
2020-01-14,75.44325256347656,69.1436538696289,77.05689239501953,190.2981414794922,344.6300048828125,44.78205108642578,48.209999084472656,199.5242919921875,198.25665283203125,93.47200012207033,26.5130558013916,119.10806274414062,330.3843078613281,30.48428726196289,42.5638542175293,2038.130859375,448.274658203125,52.80366134643555,227.1699981689453,65.51622009277344,129.17425537109375,60.6606559753418,36.44104766845703,92.51480102539062,52.30681991577149,273.6754150390625,179.93374633789062,39.945762634277344,60.35780334472656,88.992431640625,159.94940185546875,139.3910369873047,141.8592987060547,71.90857696533203,67.23098754882812,145.09576416015625,156.57327270507812,58.316368103027344,50.91805267333984,33.505123138427734,71.01140594482422,213.0157012939453,192.71392822265625,150.0841827392578,100.30916595458984,52.42272567749024,262.2923889160156,200.89666748046875,123.75471496582033,117.85614013671876,46.58529281616211,192.66966247558597,130.85000610351562,353.6397399902344,107.12680053710938,300.29791259765625,180.44839477539065,46.71514892578125,99.17113494873048,42.36455535888672,217.5404052734375,121.6010284423828,31.52432632446289,70.96239471435547,43.508487701416016,153.9393768310547,53.39796447753906,33.86899948120117,94.93743133544922,60.29999923706055,6.154507637023926,50.39476013183594,113.97183990478516,28.148149490356445,106.61849975585938,,64.52071380615234,114.37559509277344,79.28352355957031,82.66559600830078,79.65747833251953,43.89143753051758,51.49440383911133,105.23300170898438,18.93882179260254,106.86331939697266,327.6693115234375,77.09526062011719,35.861331939697266,109.40892791748048,34.84000015258789,261.3800354003906,158.27261352539062,92.32654571533205,43.69298553466797,187.91159057617188,41.63616943359375,42.033111572265625,35.58838653564453,52.37503433227539
2020-01-15,75.11991882324219,69.9746322631836,78.53081512451172,190.6015472412109,342.94000244140625,44.30291748046875,48.54999923706055,200.9375762939453,199.46849060058597,93.10099792480467,26.079450607299805,120.0512924194336,327.8493957519531,29.92327690124512,42.296836853027344,2031.912353515625,458.6010437011719,52.9149169921875,228.3500061035156,64.98033142089844,128.19674682617188,61.10080337524414,36.63896179199219,92.3163604736328,52.19438934326172,274.6523132324219,178.88648986816406,40.12963485717773,61.5350227355957,88.8623275756836,159.2586669921875,138.8815155029297,140.9995574951172,72.84584045410156,67.04730987548828,142.42880249023438,157.12698364257812,57.54076385498047,50.8387336730957,33.505123138427734,71.42430114746094,212.62550354003903,194.25347900390625,150.3170623779297,100.89999389648438,51.9904899597168,262.6001892089844,199.0800018310547,124.1685791015625,116.09001922607422,47.16762161254883,194.02777099609372,131.27793884277344,357.7273864746094,106.63609313964844,303.78778076171875,182.58084106445312,47.18928527832031,99.4168472290039,42.08854675292969,219.61590576171875,120.53500366210938,31.75981330871582,72.23279571533203,43.5743408203125,154.93634033203125,54.22781753540039,33.90700149536133,94.8175277709961,60.9739990234375,6.1119489669799805,50.28456497192383,115.92896270751952,28.56963157653809,107.7044448852539,,65.06587219238281,114.5851058959961,78.50433349609375,82.89470672607422,80.13898468017578,43.3486557006836,52.017913818359375,105.21156311035156,18.829439163208008,99.81643676757812,330.03240966796875,77.54931640625,34.56666564941406,108.15294647216795,35.0099983215332,268.78875732421875,158.27261352539062,92.84616088867188,42.442195892333984,191.50592041015625,41.6784782409668,41.19755554199219,35.31269454956055,52.29179000854492
